index,date,north,east,individ,gender
SEP0196047,2020-09-06,6957841,529998,NRM_719,Hane
SEP0196049,2020-09-23,6981893,518416,BI407166,Hona
SEP0196051,2020-09-06,6957841,529998,NRM_719,Hane
SEP0196055,2020-09-16,6949285,537627,BI406665,Hane
SEP0196062,2020-10-17,6978851,527019,NRM_802,Hona
SEP0196063,2020-09-21,6975548,521234,NRM_764,Hona
SEP0196069,2020-09-25,6974037,552243,NRM_1123,Hane
SEP0196071,2020-10-02,6958988,552181,BI407129,Hane
SEP0196072,2020-10-15,6965497,544081,BI407302,Hona
SEP0196073,2020-09-17,6972345,550526,BI406995,Hane
SEP0196075,2020-09-17,6970708,552517,BI406995,Hane
SEP0196076,2020-09-18,6973781,550908,BI406559,Hane
SEP0196078,2020-09-06,7000628,584578,BI406717,Hona
SEP0196079,2020-08-26,6986641,574611,BI409202,Hane
SEP0196083,2020-09-24,6970723,552489,BI406995,Hane
SEP0196084,2020-08-29,7011410,568554,NRM_1172,Hane
SEP0196088,2020-10-12,7002428,575307,NRM_957,Hona
SEP0196089,2020-09-05,6997997,584591,NRM_1172,Hane
SEP0196090,2020-09-08,7011059,571678,BI407102,Hona
SEP0196091,2020-08-21,6985992,541845,NRM_667,Hane
SEP0196093,2020-09-25,6983517,540260,BI407348,Hona
SEP0196095,2020-09-12,7007029,569980,NRM_1003,Hona
SEP0196096,2020-09-09,6991749,536083,NRM_667,Hane
SEP0196104,2020-09-05,7062355,550389,NRM_765,Hane
SEP0196107,2020-09-13,7083239,575139,NRM_714,Hane
SEP0196108,2020-09-12,7082035,543171,NRM_1028,Hona
SEP0196109,2020-08-23,7092502,562879,NRM_1558,Hane
SEP0196115,2020-09-07,7067635,539255,NRM_1198,Hane
SEP0196121,2020-10-15,7093480,565819,BI406954,Hona
SEP0196122,2020-08-28,7063971,547851,NRM_765,Hane
SEP0196130,2020-09-19,7068523,556951,NRM_729,Hona
SEP0196133,2020-10-09,7069421,551164,BI406872,Hona
SEP0196139,2020-08-23,7082176,544047,NRM_1543,Hona
SEP0196140,2020-09-14,7091893,549657,NRM_1644,Hona
SEP0196141,2020-09-14,7073241,532365,NRM_1002,Hona
SEP0196144,2020-09-09,7073756,539177,BI407098,Hona
SEP0196147,2020-08-23,7112925,544782,NRM_627,Hane
SEP0196148,2020-09-14,7067743,540259,NRM_1198,Hane
SEP0196152,2020-09-13,7075004,530262,NRM_1002,Hona
SEP0196154,2020-09-18,7078354,538717,BI414814,Hane
SEP0196155,2020-09-14,7073583,538005,BI407098,Hona
SEP0196160,2020-08-21,7092691,561764,BI406954,Hona
SEP0196161,2020-09-27,7072108,542367,NRM_679,Hona
SEP0196165,2020-08-21,7073898,544121,NRM_1153,Hona
SEP0196167,2020-08-25,7087776,548238,NRM_1128,Hane
SEP0196169,2020-08-22,7085669,559055,NRM_1176,Hona
SEP0196179,2020-08-29,7064035,548483,NRM_765,Hane
SEP0196180,2020-10-31,7061551,545222,NRM_765,Hane
SEP0196182,2020-10-24,7067212,558162,NRM_729,Hona
SEP0196187,2020-09-15,7087769,547912,NRM_1642,Hane
SEP0196190,2020-09-17,7063643,564552,NRM_1176,Hona
SEP0196191,2020-09-19,7067696,548846,NRM_1103,Hane
SEP0196193,2020-10-03,7065408,544622,NRM_611,Hona
SEP0196196,2020-09-14,7086395,567100,NRM_1080,Hona
SEP0196198,2020-09-12,7083536,562538,NRM_714,Hane
SEP0196212,2020-10-14,7084588,475466,NRM_1071,Hona
SEP0196222,2020-10-14,7003900,519974,NRM_779,Hona
SEP0196302,2020-09-09,7014097,559386,BI406711,Hane
SEP0196303,2020-09-13,7012857,559966,NRM_754,Hona
SEP0196309,2020-09-08,7014102,559060,NRM_754,Hona
SEP0196311,2020-09-12,7017508,555814,BI041088,Hona
SEP0196312,2020-09-15,7004643,569055,NRM_1152,Hane
SEP0196317,2020-10-03,7006973,549973,NRM_854,Hona
SEP0196321,2020-09-09,7014136,559287,NRM_755,Hona
SEP0196325,2020-09-07,7019050,556150,BI041088,Hona
SEP0196330,2020-09-12,7009910,568287,NRM_1003,Hona
SEP0196332,2020-09-09,7014093,559385,BI406711,Hane
SEP0196333,2020-10-06,7012161,557692,NRM_680,Hona
SEP0196334,2020-09-01,7013408,555889,NRM_1656,Hona
SEP0196336,2020-09-28,7010022,556035,NRM_680,Hona
SEP0196341,2020-09-07,7021642,549492,NRM_709,Hona
SEP0196351,2020-08-25,7005291,556927,NRM_854,Hona
SEP0196352,2020-09-08,7013873,551742,NRM_755,Hona
SEP0196355,2020-09-14,7013564,554028,NRM_754,Hona
SEP0196356,2020-09-09,7017821,554730,BI041088,Hona
SEP0196358,2020-09-09,7006020,573738,NRM_1172,Hane
SEP0196361,2020-10-14,7008984,576857,NRM_957,Hona
SEP0196362,2020-09-24,7015306,549063,NRM_678,Hane
SEP0196363,2020-08-24,7015475,550935,BI041088,Hona
SEP0196364,2020-09-16,7001646,580101,NRM_1185,Hona
SEP0196370,2020-09-12,7015088,551410,BI041088,Hona
SEP0196376,2020-10-02,7006293,558750,NRM_680,Hona
SEP0196390,2020-10-17,7013433,559935,NRM_754,Hona
SEP0196396,2020-09-27,7011051,555957,NRM_754,Hona
SEP0196405,2020-09-27,6892095,431491,NRM_832,Hona
SEP0196408,2020-09-09,6889512,431065,NRM_757,Hane
SEP0196410,2020-09-11,6876908,419780,NRM_1004,Hona
SEP0196412,2020-09-08,6888430,469531,BI406812,Hane
SEP0196414,2020-10-01,6883051,495432,NRM_723,Hona
SEP0196420,2020-10-05,6890800,496663,BI041122,Hona
SEP0196422,2020-10-04,6894082,498635,NRM_804,Hane
SEP0196424,2020-09-09,6877846,422760,NRM_1325,Hona
SEP0196429,2020-09-07,6877969,423921,NRM_1325,Hona
SEP0196479,2020-09-07,6893241,429891,BI406993,Hona
SEP0196481,2020-08-21,6876828,419714,NRM_1493,Okänt
SEP0196485,2020-10-05,6890014,496164,NRM_723,Hona
SEP0196488,2020-08-22,6872914,425042,NRM_628,Hona
SEP0196490,2020-08-22,6873366,425003,NRM_628,Hona
SEP0196492,2020-09-08,6874851,416696,NRM_805,Hona
SEP0196498,2020-08-22,6872782,424890,NRM_628,Hona
SEP0196501,2020-09-27,7082606,577211,NRM_714,Hane
SEP0196504,2020-09-12,7068558,561669,NRM_729,Hona
SEP0196507,2020-09-04,7088660,513269,NRM_820,Hona
SEP0196508,2020-09-17,7078017,553874,NRM_1214,Hane
SEP0196509,2020-10-08,7148990,507003,NRM_969,Hona
SEP0196510,2020-10-16,7070644,576048,BI406906,Hona
SEP0196519,2020-09-27,7056704,555947,BI407159,Hona
SEP0196524,2020-10-30,7082712,573200,NRM_714,Hane
SEP0196526,2020-10-03,7057031,554052,BI407159,Hona
SEP0196530,2020-08-23,7085433,564195,NRM_1464,Hane
SEP0196531,2020-09-09,7120842,550422,BI406931,Hona
SEP0196533,2020-09-26,7055890,553734,BI407159,Hona
SEP0196535,2020-09-27,7056536,552542,NRM_765,Hane
SEP0196538,2020-10-03,7056785,554875,NRM_1145,Hane
SEP0196539,2020-09-15,7098528,580591,BI041267,Hona
SEP0196540,2020-09-17,7104778,578930,BI041267,Hona
SEP0196545,2020-08-23,7084874,564757,NRM_1464,Hane
SEP0196546,2020-09-17,7079132,550077,NRM_1063,Hona
SEP0196549,2020-09-03,7037193,551297,BI407124,Hona
SEP0196551,2020-09-07,7079328,552573,BI040996,Hona
SEP0196552,2020-08-21,7140211,514750,NRM_607,Hane
SEP0196553,2020-09-07,7081662,549548,NRM_1499,Hona
SEP0196555,2020-10-04,7082204,559291,NRM_924,Hane
SEP0196556,2020-09-11,7068953,560505,NRM_729,Hona
SEP0196558,2020-09-13,7099492,579283,BI041267,Hona
SEP0196559,2020-08-23,7084776,563406,NRM_630,Hane
SEP0196561,2020-09-08,7090103,569829,NRM_1176,Hona
SEP0196562,2020-09-13,7062789,567250,NRM_1231,Hona
SEP0196563,2020-09-20,7080564,559937,NRM_701,Hona
SEP0196567,2020-09-12,7084736,563160,NRM_714,Hane
SEP0196569,2020-09-18,7052785,612611,BI406620,Hona
SEP0196571,2020-09-07,7069677,565922,NRM_1269,Hona
SEP0196577,2020-08-28,7086920,551447,BI407063,Hona
SEP0196579,2020-08-28,7070160,539874,BI407098,Hona
SEP0196584,2020-09-15,7088526,550699,NRM_924,Hane
SEP0196586,2020-10-10,7074071,546455,NRM_1064,Hona
SEP0196588,2020-08-22,7090052,559054,NRM_701,Hona
SEP0196590,2020-09-08,7080299,555157,NRM_1642,Hane
SEP0196592,2020-08-24,7063602,548430,NRM_765,Hane
SEP0196593,2020-08-29,7102090,544183,NRM_850,Hona
SEP0196595,2020-09-14,7082553,573306,NRM_714,Hane
SEP0196596,2020-09-18,7073917,554334,NRM_729,Hona
SEP0196603,2020-09-08,6902118,432547,NRM_1313,Hane
SEP0196607,2020-09-19,6880703,486302,BI407075,Hona
SEP0196614,2020-09-03,6879471,476887,NRM_716,Hona
SEP0196616,2020-08-24,6891650,479689,BI407239,Hona
SEP0196618,2020-09-04,6893711,471683,NRM_1534,Hane
SEP0196623,2020-08-24,6891296,478397,BI407239,Hona
SEP0196629,2020-08-21,6871679,486126,NRM_925,Hona
SEP0196632,2020-08-26,6874890,480946,BI080300,Hona
SEP0196634,2020-08-21,6874608,504037,BI409236,Hona
SEP0196636,2020-08-21,6870966,484945,NRM_631,Hona
SEP0196639,2020-09-10,6871427,497991,NRM_1357,Hane
SEP0196643,2020-08-22,6876531,503540,BI409227,Hane
SEP0196644,2020-08-24,6871844,486362,NRM_1544,Hona
SEP0196648,2020-08-30,6882539,513195,NRM_1092,Hane
SEP0196650,2020-09-11,6871459,504048,NRM_2044,Hona
SEP0196651,2020-09-16,6875415,486098,BI080300,Hona
SEP0196655,2020-09-10,6870622,497437,NRM_1357,Hane
SEP0196656,2020-09-12,6870072,505254,NRM_1357,Hane
SEP0196661,2020-09-20,6869933,503840,NRM_1357,Hane
SEP0196663,2020-09-12,6873354,498744,NRM_1563,Hona
SEP0196668,2020-09-15,6872835,482388,NRM_631,Hona
SEP0196669,2020-09-16,6874993,484530,NRM_925,Hona
SEP0196671,2020-10-12,6841821,427693,NRM_1246,Hona
SEP0196672,2020-09-23,6890718,429230,BI406993,Hona
SEP0196675,2020-09-12,6872018,494730,NRM_1370,Hona
SEP0196676,2020-09-13,6870567,497889,NRM_1370,Hona
SEP0196679,2020-10-10,6867820,503253,NRM_1116,Hona
SEP0196680,2020-09-14,6866661,486971,BI406814,Hona
SEP0196681,2020-09-08,6846073,431831,NRM_806,Hona
SEP0196682,2020-09-07,6845237,425824,NRM_989,Hane
SEP0196683,2020-09-11,6876675,482334,BI080300,Hona
SEP0196699,2020-10-10,6868129,497428,BI409322,Hane
SEP0196711,2020-09-11,6971988,399601,BI407144,Hona
SEP0196714,2020-09-26,6959491,407522,BI407153,Hane
SEP0196720,2020-09-09,6970739,400190,NRM_638,Hona
SEP0196724,2020-09-26,6958546,407505,BI407144,Hona
SEP0196735,2020-09-22,6961952,411922,NRM_1211,Hona
SEP0196740,2020-10-12,6961743,391881,NRM_1053,Hona
SEP0196748,2020-09-22,6963706,396461,NRM_948,Hona
SEP0196749,2020-10-13,6961529,396259,NRM_1053,Hona
SEP0196753,2020-09-09,6962522,396350,BI407144,Hona
SEP0196762,2020-09-22,6961785,411801,NRM_1211,Hona
SEP0196765,2020-09-18,6962774,392571,NRM_1053,Hona
SEP0196774,2020-09-12,6964701,408925,NRM_1570,Hane
SEP0196779,2020-09-10,6960736,412337,BI407315,Hona
SEP0196802,2020-08-28,7086000,661477,NRM_727,Hane
SEP0196803,2020-08-28,7056137,676207,BI407186,Hane
SEP0196805,2020-08-22,7048486,673826,NRM_1336,Hane
SEP0196808,2020-09-15,7063667,677567,NRM_632,Hona
SEP0196809,2020-09-12,7072987,656926,BI406714,Hona
SEP0196810,2020-08-31,7062092,676216,NRM_1657,Hane
SEP0196812,2020-10-17,7070825,663050,NRM_1030,Hane
SEP0196816,2020-09-08,7084332,645370,BI406528,Hona
SEP0196817,2020-09-10,7082269,652271,BI406502,Hona
SEP0196819,2020-10-10,7031456,701891,BI406634,Hane
SEP0196822,2020-08-25,7077626,676028,BI050057,Hona
SEP0196823,2020-09-10,7061839,676664,NRM_702,Hane
SEP0196824,2020-09-26,7051994,685533,NRM_740,Hona
SEP0196826,2020-09-09,7069092,666129,NRM_763,Hona
SEP0196828,2020-08-23,7060069,675105,NRM_632,Hona
SEP0196830,2020-09-09,7044541,695537,NRM_648,Hona
SEP0196832,2020-08-27,7072457,674742,BI050057,Hona
SEP0196834,2020-08-22,7057836,677532,NRM_632,Hona
SEP0196835,2020-08-25,7064063,672679,NRM_1513,Hane
SEP0196837,2020-09-12,7073099,667010,NRM_1036,Hona
SEP0196840,2020-09-08,7054663,671891,NRM_851,Hane
SEP0196843,2020-09-07,7064091,670066,NRM_632,Hona
SEP0196844,2020-10-04,7076486,677301,BI050057,Hona
SEP0196845,2020-08-22,7048486,673826,NRM_1312,Hane
SEP0196846,2020-09-07,7079921,674273,NRM_1510,Hane
SEP0196847,2020-09-22,7064110,671956,NRM_632,Hona
SEP0196848,2020-08-25,7056212,675498,NRM_632,Hona
SEP0196849,2020-09-07,7087787,647035,NRM_1252,Hona
SEP0196850,2020-09-19,7052022,678178,NRM_933,Hane
SEP0196854,2020-09-10,7061319,679128,BI406730,Hona
SEP0196856,2020-09-09,7060118,665477,BI406498,Hona
SEP0196857,2020-09-23,7089145,667041,NRM_654,Hane
SEP0196861,2020-09-01,7065407,674073,NRM_632,Hona
SEP0196864,2020-09-05,7060099,675823,NRM_632,Hona
SEP0196865,2020-09-09,7059798,675693,NRM_632,Hona
SEP0196866,2020-09-20,7070034,672983,NRM_1451,Hona
SEP0196868,2020-09-11,7061220,679090,NRM_938,Hona
SEP0196871,2020-08-21,7052623,688337,BI407186,Hane
SEP0196873,2020-08-23,7051758,688126,NRM_647,Hona
SEP0196876,2020-09-15,7065613,674966,BI406730,Hona
SEP0196878,2020-09-12,7071011,679245,BI050057,Hona
SEP0196880,2020-09-27,7063238,696116,NRM_1040,Hona
SEP0196884,2020-10-13,7084679,666285,NRM_831,Hane
SEP0196892,2020-09-12,7048592,683463,BI040977,Hona
SEP0196893,2020-09-20,7053706,687802,NRM_740,Hona
SEP0196894,2020-09-21,7067768,663428,NRM_650,Hona
SEP0196895,2020-09-10,6997242,661460,NRM_645,Hona
SEP0196898,2020-08-24,7046056,644090,NRM_633,Hane
SEP0196899,2020-09-14,7075558,646981,NRM_1237,Hona
SEP0196900,2020-09-20,7027449,636716,NRM_2010,Hona
SEP0196901,2020-09-19,7024406,638384,BI406570,Hane
SEP0196905,2020-09-27,7140029,484460,NRM_816,Hona
SEP0196913,2020-09-14,7018777,673551,NRM_872,Hona
SEP0196917,2020-09-19,7034454,692349,NRM_648,Hona
SEP0196922,2020-08-30,7011173,670408,NRM_959,Hane
SEP0196927,2020-09-26,7050749,638681,NRM_739,Hona
SEP0196928,2020-09-13,7006383,664887,NRM_808,Hona
SEP0196929,2020-09-20,7038560,690680,NRM_648,Hona
SEP0196931,2020-09-06,7024965,669045,NRM_872,Hona
SEP0196941,2020-10-12,7042830,688213,NRM_648,Hona
SEP0196942,2020-09-18,7037258,704681,NRM_1452,Hane
SEP0196946,2020-09-09,7027046,671293,NRM_1439,Hona
SEP0196949,2020-09-23,7034525,683595,NRM_2002,Hona
SEP0196950,2020-09-12,7041248,689266,NRM_648,Hona
SEP0196951,2020-09-19,7026063,671352,BI407355,Hane
SEP0196955,2020-08-26,7036135,688949,NRM_1514,Hona
SEP0196959,2020-08-29,7043291,676478,BI040977,Hona
SEP0196962,2020-09-04,7039047,695198,NRM_648,Hona
SEP0196964,2020-08-30,7038062,687140,NRM_807,Hane
SEP0196965,2020-09-15,7036008,688115,BI406634,Hane
SEP0196970,2020-08-23,7007745,668686,NRM_808,Hona
SEP0196975,2020-09-27,7083504,672081,NRM_852,Hane
SEP0196978,2020-09-12,7043476,674325,BI040977,Hona
SEP0196979,2020-09-25,7080223,672799,NRM_852,Hane
SEP0196981,2020-09-08,7036932,678144,NRM_840,Hona
SEP0196993,2020-09-12,7035524,698022,BI406708,Hona
SEP0196996,2020-09-18,7025725,667447,NRM_872,Hona
SEP0196997,2020-09-20,7042828,701669,NRM_647,Hona
SEP0196999,2020-09-12,7024798,674610,NRM_872,Hona
SEP0197107,2020-09-11,6914208,475271,BI407258,Hona
SEP0197116,2020-09-04,7005018,512196,NRM_836,Hane
SEP0197120,2020-10-05,7011791,578040,NRM_2020,Hane
SEP0197121,2020-09-19,6954578,558766,NRM_932,Hona
SEP0197122,2020-09-08,6952391,556921,NRM_1066,Hane
SEP0197128,2020-09-04,6956001,567365,NRM_703,Hane
SEP0197129,2020-10-17,6893395,503390,NRM_1528,Hane
SEP0197146,2020-09-19,6954385,559951,BI407129,Hane
SEP0197148,2020-09-05,7082159,485967,NRM_1522,Hona
SEP0197156,2020-09-05,7085382,484392,BI407257,Hane
SEP0197159,2020-09-13,7055199,521897,NRM_1170,Hane
SEP0197177,2020-09-12,7036054,483497,NRM_899,Hona
SEP0197184,2020-10-07,7038422,479990,NRM_1154,Hane
SEP0197187,2020-09-20,6983630,485173,NRM_1197,Hona
SEP0197193,2020-09-19,6954831,558239,NRM_951,Hona
SEP0197310,2020-09-19,6900933,409821,NRM_1133,Hona
SEP0197321,2020-10-17,7005873,515655,NRM_697,Hona
SEP0197328,2020-10-14,7002910,520059,NRM_836,Hane
SEP0197347,2020-10-16,7001873,519308,NRM_1072,Hane
SEP0197348,2020-10-13,7001689,520979,NRM_836,Hane
SEP0197360,2020-10-28,7002526,516432,NRM_697,Hona
SEP0197370,2020-10-15,7006062,517191,NRM_918,Hona
SEP0197375,2020-10-28,7004481,515358,NRM_1078,Hane
SEP0197376,2020-10-18,7004401,517426,NRM_1072,Hane
SEP0197383,2020-10-02,6897488,414922,NRM_1134,Hona
SEP0197389,2020-09-26,7013574,533375,NRM_829,Hane
SEP0197405,2020-09-23,7107761,560775,NRM_659,Hona
SEP0197408,2020-10-18,7113681,555932,NRM_1031,Hane
SEP0197410,2020-09-20,7123330,554042,NRM_952,Hane
SEP0197414,2020-09-17,7123402,554201,BI080633,Hona
SEP0197417,2020-09-28,7112973,553075,BI041291,Hona
SEP0197422,2020-10-14,7113374,568096,BI407271,Hona
SEP0197425,2020-09-16,7123531,554004,BI414910,Hona
SEP0197430,2020-10-12,7118438,535246,NRM_1135,Hona
SEP0197432,2020-10-10,7086508,531348,NRM_1073,Hona
SEP0197433,2020-09-17,7123264,553514,BI080668,Hane
SEP0197439,2020-10-14,7116338,535885,BI407181,Hona
SEP0197441,2020-09-25,7126583,549678,BI414804,Hane
SEP0197443,2020-09-20,7085484,534922,NRM_1153,Hona
SEP0197446,2020-10-16,7097268,546359,NRM_850,Hona
SEP0197453,2020-10-06,7120016,554947,BI406931,Hona
SEP0197457,2020-09-28,7114630,555019,NRM_1418,Hane
SEP0197458,2020-09-17,7124430,554684,BI080633,Hona
SEP0197459,2020-10-04,7094924,546451,NRM_850,Hona
SEP0197463,2020-09-17,7133525,548824,BI080633,Hona
SEP0197464,2020-09-26,7108984,544277,NRM_833,Hona
SEP0197466,2020-10-16,7105760,563464,NRM_1016,Hona
SEP0197471,2020-10-18,7083002,537025,BI414814,Hane
SEP0197473,2020-09-26,7117875,558543,NRM_1596,Hane
SEP0197476,2020-09-17,7133826,547517,BI414788,Hane
SEP0197477,2020-09-21,7111717,553636,NRM_1212,Hona
SEP0197485,2020-09-18,7123669,554174,NRM_674,Hona
SEP0197488,2020-10-13,7087988,514125,NRM_1136,Hona
SEP0197490,2020-09-17,7130527,549361,BI414910,Hona
SEP0197494,2020-10-14,7089057,531627,NRM_1073,Hona
SEP0197497,2020-09-28,7113569,553407,NRM_952,Hane
SEP0197511,2020-09-13,6966867,525115,NRM_669,Hane
SEP0197516,2020-10-16,6967993,526542,NRM_1423,Hona
SEP0197522,2020-09-19,6962918,475910,BI407331,Hane
SEP0197523,2020-09-19,6831122,467021,BI409329,Hona
SEP0197526,2020-10-01,6979770,577742,BI409202,Hane
SEP0197542,2020-10-15,6984947,577725,NRM_1623,Hane
SEP0197561,2020-10-07,6983891,587792,BI406549,Hona
SEP0197566,2020-10-07,6984211,587996,NRM_1108,Hona
SEP0197567,2020-09-10,6994594,582206,NRM_1185,Hona
SEP0197573,2020-09-10,6992723,518960,NRM_670,Hona
SEP0197581,2020-09-26,6895294,470412,NRM_1015,Hane
SEP0197584,2020-10-02,6978665,576410,NRM_730,Hane
SEP0197586,2020-09-19,6890723,473340,NRM_801,Hane
SEP0197588,2020-09-12,6952158,476667,NRM_1373,Hona
SEP0197592,2020-09-02,6885866,467787,NRM_716,Hona
SEP0197594,2020-10-27,6895820,426946,NRM_793,Hona
SEP0197730,2020-09-09,6917826,580357,NRM_1573,Hane
SEP0197743,2020-10-03,6958791,563048,BI407129,Hane
SEP0197751,2020-09-19,6904552,564304,NRM_1297,Hona
SEP0197763,2020-09-12,6948845,564698,BI406635,Hona
SEP0197769,2020-09-03,6914593,556155,BI080312,Hona
SEP0197804,2020-09-05,7045110,668307,BI406631,Hona
SEP0197805,2020-09-07,7051230,638490,NRM_633,Hane
SEP0197806,2020-08-21,7045267,652434,NRM_974,Hona
SEP0197807,2020-08-21,7058312,627455,NRM_1515,Hona
SEP0197808,2020-08-29,7058223,637748,BI406570,Hane
SEP0197811,2020-09-23,7059005,616447,BI406620,Hona
SEP0197815,2020-08-23,7054015,661944,BI406673,Hona
SEP0197817,2020-08-22,7043266,644403,NRM_633,Hane
SEP0197819,2020-09-07,7042611,656718,NRM_1331,Hona
SEP0197822,2020-09-05,7033058,658487,BI040887,Hona
SEP0197823,2020-09-10,7077155,656884,NRM_1094,Hane
SEP0197824,2020-08-21,7043396,645917,BI406553,Hona
SEP0197826,2020-09-08,7043850,645630,NRM_766,Hane
SEP0197827,2020-09-20,7050313,635659,BI406709,Hona
SEP0197828,2020-08-30,7052770,617160,BI406620,Hona
SEP0197829,2020-09-25,7053132,634420,NRM_739,Hona
SEP0197832,2020-10-11,7043132,669358,NRM_875,Hona
SEP0197834,2020-09-08,7040562,665678,NRM_873,Hona
SEP0197839,2020-09-10,7039805,667145,BI406533,Hona
SEP0197840,2020-09-11,7064327,656685,BI406583,Hona
SEP0197842,2020-09-20,7042947,661978,NRM_1093,Hona
SEP0197844,2020-09-05,7045246,662993,BI406533,Hona
SEP0197846,2020-09-28,7034885,626706,NRM_1204,Hona
SEP0197847,2020-09-14,7064718,637436,NRM_1213,Hona
SEP0197848,2020-09-20,7083024,645346,BI406572,Hona
SEP0197849,2020-08-22,7053121,659152,BI406673,Hona
SEP0197854,2020-09-06,7047897,657138,BI406667,Hona
SEP0197855,2020-08-23,7070144,633415,NRM_633,Hane
SEP0197857,2020-09-03,7045674,641135,NRM_1535,Hona
SEP0197858,2020-09-18,7052596,641114,NRM_739,Hona
SEP0197859,2020-08-22,7053953,618729,BI406620,Hona
SEP0197860,2020-10-03,7056198,654525,NRM_767,Hona
SEP0197865,2020-09-01,7030603,659479,NRM_953,Hane
SEP0197867,2020-08-25,7049151,649159,NRM_1469,Hane
SEP0197870,2020-09-20,7057852,642161,NRM_1018,Hona
SEP0197871,2020-09-13,7054883,662849,BI406673,Hona
SEP0197873,2020-09-26,7053330,646538,BI406589,Hona
SEP0197875,2020-08-21,7064146,637203,NRM_739,Hona
SEP0197877,2020-08-29,7074086,636540,BI406652,Hona
SEP0197878,2020-08-30,7054231,662547,BI406673,Hona
SEP0197881,2020-08-26,7036702,644058,NRM_1249,Hane
SEP0197882,2020-09-19,7077928,658194,BI406714,Hona
SEP0197884,2020-08-21,7038598,627882,NRM_634,Hona
SEP0197888,2020-09-19,7052190,647471,BI406553,Hona
SEP0197891,2020-09-11,7055662,658223,BI406673,Hona
SEP0197894,2020-09-26,7051106,649326,NRM_766,Hane
SEP0197896,2020-10-15,7038045,631654,NRM_1038,Hane
SEP0197897,2020-09-22,7070169,646851,BI406714,Hona
SEP0197898,2020-08-26,7048765,641873,NRM_1060,Hane
SEP0197900,2020-10-02,7039729,682554,NRM_840,Hona
SEP0197901,2020-10-18,7025695,672839,NRM_872,Hona
SEP0197902,2020-09-12,7014386,667211,NRM_808,Hona
SEP0197906,2020-09-29,7054362,664225,BI406669,Hane
SEP0197910,2020-09-11,7049143,668626,NRM_1006,Hane
SEP0197915,2020-09-11,7060454,662491,NRM_1094,Hane
SEP0197917,2020-09-26,7055660,669369,BI406498,Hona
SEP0197918,2020-09-25,7041756,688781,NRM_648,Hona
SEP0197919,2020-09-11,7049920,667935,NRM_1006,Hane
SEP0197921,2020-09-26,7051028,667934,BI406673,Hona
SEP0197922,2020-09-26,7053047,666505,NRM_834,Hona
SEP0197927,2020-09-24,7039742,686744,BI040977,Hona
SEP0197928,2020-09-19,7021947,673913,NRM_872,Hona
SEP0197934,2020-09-20,7020590,679083,NRM_872,Hona
SEP0197937,2020-09-23,7034456,683342,NRM_2002,Hona
SEP0197941,2020-10-02,7036773,674148,NRM_738,Hona
SEP0197942,2020-09-18,7005238,664782,NRM_808,Hona
SEP0197945,2020-09-23,7021235,675621,NRM_872,Hona
SEP0197946,2020-10-03,7025134,668244,NRM_808,Hona
SEP0197950,2020-09-08,7051200,676469,NRM_834,Hona
SEP0197953,2020-09-01,7068124,685770,BI415002,Hane
SEP0197954,2020-10-20,7036623,674615,NRM_738,Hona
SEP0197957,2020-09-20,7024737,670021,NRM_953,Hane
SEP0197959,2020-09-13,7044593,671720,BI040977,Hona
SEP0197964,2020-09-18,7066358,686333,BI406621,Hona
SEP0197968,2020-09-26,7053166,668619,BI406673,Hona
SEP0197969,2020-09-12,7066621,684619,BI415002,Hane
SEP0197970,2020-09-26,7051548,665256,BI406673,Hona
SEP0197972,2020-09-13,7069145,684938,BI407186,Hane
SEP0197975,2020-09-12,7064723,684998,NRM_938,Hona
SEP0197976,2020-09-11,7042196,676875,NRM_840,Hona
SEP0197979,2020-09-13,7069613,691038,BI406730,Hona
SEP0197981,2020-09-18,7066369,685426,NRM_874,Hona
SEP0197982,2020-09-25,7042376,689211,NRM_648,Hona
SEP0197983,2020-09-19,7060239,657097,BI406588,Hona
SEP0197987,2020-09-10,7054853,671272,BI415043,Hane
SEP0197989,2020-09-09,7039017,677812,BI040977,Hona
SEP0197990,2020-09-19,7060888,658917,BI406583,Hona
SEP0197994,2020-09-18,7066884,686949,NRM_954,Hona
SEP0197998,2020-09-18,7066501,685647,NRM_1039,Hona
SEP0198002,2020-09-05,7053785,689020,NRM_740,Hona
SEP0198004,2020-09-14,7070306,689701,NRM_1039,Hona
SEP0198005,2020-10-29,7064681,694800,BI406621,Hona
SEP0198006,2020-10-12,6945689,562365,BI407129,Hane
SEP0198007,2020-10-31,6943016,547266,BI041076,Hona
