Vecka,Individ,Kon,LnNamn,Long,Lat,LongIndivid,LatIndivid
36,NRM_1535,Hona,Västernorrlands,641283,7047406,641415.6666666666,7047299.666666667
39,BI406589,Hona,Västernorrlands,648825,7055578,648025.5,7060997.125
35,NRM_872,Hona,Västernorrlands,660699,7022736,671867.5555555555,7022940.888888889
42,BI406570,Hane,Västernorrlands,624614,7038750,634363.375,7036590.625
37,BI406620,Hona,Västernorrlands,614607,7060570,615213.4444444445,7056338.777777778
38,BI406583,Hona,Västernorrlands,656256,7061173,658043.375,7063471.5
37,NRM_959,Hane,Västernorrlands,648444,7024500,655811.75,7015447.75
36,BI406697,Hona,Västernorrlands,650171,7061210,649453.6666666666,7058039
39,NRM_1237,Hona,Västernorrlands,646964,7073415,645945.8,7075313
35,NRM_1249,Hane,Västernorrlands,655958,7033414,648096.5,7035772.5
38,NRM_1138,Hane,Västernorrlands,628222,7073425,628222,7073425
37,NRM_808,Hona,Västernorrlands,661366,7020317,664536.875,7016082.75
37,BI406663,Hona,Västernorrlands,654776,7029371,655753.875,7026808.625
35,NRM_1038,Hane,Västernorrlands,645036,7032497,609681.8,7023121.6
34,BI414940,Hane,Västernorrlands,655434,7064128,651291.5,7082432
38,BI406553,Hona,Västernorrlands,652349,7039442,647621,7045696.166666667
38,NRM_1250,Hona,Västernorrlands,631571,7073305,630470,7073894.666666667
38,NRM_1251,Hane,Västernorrlands,636213,7071134,633328.75,7069319.5
39,NRM_1204,Hona,Västernorrlands,648156,7022802,640631.8333333334,7026076.5
39,BI406597,Hona,Västernorrlands,636367,7035897,633833.5,7035815.75
35,BI406570,Hane,Västernorrlands,644356,7040136,634363.375,7036590.625
37,NRM_1277,Hane,Västernorrlands,658538,7036297,658038,7017283.2
38,NRM_1252,Hona,Västernorrlands,646399,7083073,646717,7085430
35,BI406663,Hona,Västernorrlands,654639,7027410,655753.875,7026808.625
38,NRM_1038,Hane,Västernorrlands,639132,7035991,609681.8,7023121.6
35,BI406570,Hane,Västernorrlands,642768,7040895,634363.375,7036590.625
35,NRM_1249,Hane,Västernorrlands,649908,7032151,648096.5,7035772.5
35,NRM_1479,Okänt,Västernorrlands,669747,7074870,669747,7074870
38,NRM_647,Hona,Västernorrlands,692259,7045377,690711.5625,7049412.625
38,NRM_1239,Hona,Västernorrlands,670696,7071193,671545,7072571.666666667
37,BI040977,Hona,Västernorrlands,676977,7045119,678593.2222222222,7042886.222222222
42,BI407186,Hane,Västernorrlands,687268,7059185,681122.1875,7060038.5625
37,NRM_763,Hona,Västernorrlands,672146,7066035,667622.1666666666,7069202
35,NRM_632,Hona,Västernorrlands,669673,7058884,673170.1851851852,7062214.407407408
36,NRM_763,Hona,Västernorrlands,662998,7070826,667622.1666666666,7069202
38,NRM_740,Hona,Västernorrlands,681989,7056046,686340.5,7054602.833333333
39,BI415043,Hane,Västernorrlands,671884,7055916,672388.6,7054781.2
37,NRM_1312,Hane,Västernorrlands,673539,7055680,672804,7053556.75
37,BI406687,Hona,Västernorrlands,703687,7043575,700980.6666666666,7050435.5
34,NRM_1466,Hona,Västernorrlands,704080,7047624,704080,7047624
37,NRM_647,Hona,Västernorrlands,679796,7046990,690711.5625,7049412.625
38,NRM_702,Hane,Västernorrlands,689404,7069661,681550.8333333334,7064040.5
38,NRM_647,Hona,Västernorrlands,701888,7044490,690711.5625,7049412.625
37,BI415002,Hane,Västernorrlands,692382,7075847,688035.5833333334,7068687.916666667
39,NRM_1006,Hane,Västernorrlands,671837,7055803,669876.75,7054432.25
37,NRM_1091,Hane,Västernorrlands,670922,7056660,672026.3333333334,7056465.666666667
36,NRM_647,Hona,Västernorrlands,680519,7058306,690711.5625,7049412.625
37,BI415002,Hane,Västernorrlands,691699,7077625,688035.5833333334,7068687.916666667
35,NRM_1040,Hona,Västernorrlands,663184,7080669,683444.375,7062981.5
39,NRM_1059,Hane,Västernorrlands,657905,7062013,656314.1666666666,7063972.833333333
42,NRM_938,Hona,Västernorrlands,678007,7057723,678847.5,7063317.6
37,NRM_632,Hona,Västernorrlands,654284,7066513,673170.1851851852,7062214.407407408
39,BI406684,Hona,Västernorrlands,629359,7043027,631359.5,7041415.5
38,NRM_1666,Hona,Västernorrlands,654473,7065317,654473,7065317
37,BI406634,Hane,Västernorrlands,703041,7048625,701345.3333333334,7042963.333333333
38,NRM_1018,Hona,Västernorrlands,651442,7066696,648398.75,7065218.75
37,BI414940,Hane,Västernorrlands,653717,7090983,651291.5,7082432
38,NRM_647,Hona,Västernorrlands,673017,7044451,690711.5625,7049412.625
38,NRM_647,Hona,Västernorrlands,701870,7043709,690711.5625,7049412.625
36,NRM_874,Hona,Västernorrlands,690561,7066001,690883.3333333334,7064457.666666667
38,NRM_651,Hona,Västernorrlands,663098,7068521,661279.8,7070296
35,NRM_977,Hane,Västernorrlands,679123,7058665,678908.5714285715,7063779.857142857
37,NRM_1039,Hona,Västernorrlands,685104,7064753,687675.5,7067879
39,NRM_650,Hona,Västernorrlands,665589,7068095,663287.75,7068443.5
35,BI407186,Hane,Västernorrlands,672150,7063704,681122.1875,7060038.5625
37,NRM_934,Hona,Västernorrlands,684874,7064680,679023.1818181818,7063401.363636363
37,NRM_632,Hona,Västernorrlands,676593,7062034,673170.1851851852,7062214.407407408
37,BI406687,Hona,Västernorrlands,706018,7054151,700980.6666666666,7050435.5
34,BI080567,Hane,Västernorrlands,697734,7070918,696182.5,7072729.5
37,BI414940,Hane,Västernorrlands,654672,7090539,651291.5,7082432
36,NRM_647,Hona,Västernorrlands,694072,7056433,690711.5625,7049412.625
35,NRM_632,Hona,Västernorrlands,674532,7059473,673170.1851851852,7062214.407407408
37,NRM_763,Hona,Västernorrlands,670585,7066863,667622.1666666666,7069202
37,NRM_831,Hane,Västernorrlands,666675,7074330,666761.5,7080234.5
38,BI406572,Hona,Västernorrlands,641742,7080668,641369.5,7081461.25
38,NRM_634,Hona,Västernorrlands,618980,7041220,621596.875,7037214.75
37,NRM_1251,Hane,Västernorrlands,633721,7062439,633328.75,7069319.5
36,BI414906,Hona,Västernorrlands,635405,7083525,633561,7084763.666666667
37,NRM_1251,Hane,Västernorrlands,638072,7071094,633328.75,7069319.5
37,BI406528,Hona,Västernorrlands,645027,7084391,645198.5,7084361.5
36,BI406673,Hona,Västernorrlands,659253,7061017,662864.1111111111,7054296.777777778
42,BI040887,Hona,Västernorrlands,664140,7033533,662407.3333333334,7031803
38,BI406652,Hona,Västernorrlands,628021,7079342,637247,7069503.666666667
37,BI406583,Hona,Västernorrlands,657193,7060451,658043.375,7063471.5
37,BI406600,Hane,Västernorrlands,664166,7033220,657075.3333333334,7027953.666666667
37,BI406693,Hona,Västernorrlands,639802,7068361,633497.5,7061959
42,NRM_1032,Hane,Västernorrlands,629212,7032226,630141,7028586.5
38,NRM_1306,Hane,Västernorrlands,618740,7062805,618740,7062805
39,BI406589,Hona,Västernorrlands,654771,7064839,648025.5,7060997.125
38,NRM_1253,Hona,Västernorrlands,632525,7072422,632525,7072422
42,NRM_1157,Hane,Västernorrlands,631339,7073122,627797,7076735.5
35,NRM_633,Hane,Västernorrlands,631565,7062604,635549.4444444445,7061961.444444444
37,BI406597,Hona,Västernorrlands,632411,7039849,633833.5,7035815.75
37,BI406684,Hona,Västernorrlands,633360,7039804,631359.5,7041415.5
38,NRM_1250,Hona,Västernorrlands,631321,7073645,630470,7073894.666666667
37,NRM_955,Hona,Västernorrlands,643987,7034409,641665.5,7039310.5
35,BI406663,Hona,Västernorrlands,656250,7026554,655753.875,7026808.625
37,BI414925,Hane,Västernorrlands,636384,7069180,636384,7069180
36,NRM_1251,Hane,Västernorrlands,625309,7072611,633328.75,7069319.5
38,BI406858,Hane,Västernorrlands,618843,7035635,614894.5,7036526.75
36,BI406709,Hona,Västernorrlands,641007,7046694,638317.5,7047456.75
38,NRM_768,Hona,Västernorrlands,637455,7084714,635473.8571428572,7077460.428571428
37,BI406652,Hona,Västernorrlands,633201,7078106,637247,7069503.666666667
37,BI406583,Hona,Västernorrlands,655778,7069660,658043.375,7063471.5
37,BI406663,Hona,Västernorrlands,654263,7036231,655753.875,7026808.625
37,BI406609,Hane,Västernorrlands,623600,7037187,623612,7030965
37,NRM_768,Hona,Västernorrlands,625701,7076131,635473.8571428572,7077460.428571428
37,BI406583,Hona,Västernorrlands,658531,7061654,658043.375,7063471.5
38,BI406858,Hane,Västernorrlands,622814,7036886,614894.5,7036526.75
36,NRM_875,Hona,Västernorrlands,671924,7041658,666619,7037457.666666667
36,NRM_633,Hane,Västernorrlands,629615,7064525,635549.4444444445,7061961.444444444
37,NRM_768,Hona,Västernorrlands,643291,7078213,635473.8571428572,7077460.428571428
39,NRM_766,Hane,Västernorrlands,645140,7047924,646276.3333333334,7047663.666666667
37,BI406652,Hona,Västernorrlands,638904,7077762,637247,7069503.666666667
39,NRM_974,Hona,Västernorrlands,647253,7044185,648684.6666666666,7046150
38,BI406709,Hona,Västernorrlands,638067,7048459,638317.5,7047456.75
36,NRM_1535,Hona,Västernorrlands,641829,7048819,641415.6666666666,7047299.666666667
37,BI414940,Hane,Västernorrlands,641343,7084078,651291.5,7082432
35,NRM_766,Hane,Västernorrlands,641909,7049087,646276.3333333334,7047663.666666667
36,BI406696,Hona,Västernorrlands,607286,7052812,605754.8181818182,7052912.363636363
40,NRM_1438,Hona,Västernorrlands,603683,7046125,616299.3333333334,7033653
42,BI406696,Hona,Västernorrlands,610852,7054951,605754.8181818182,7052912.363636363
34,BI406576,Hona,Västernorrlands,605044,7042667,600999,7045288
37,BI406540,Hane,Västernorrlands,598387,7076850,598459.5,7076368.5
38,BI406654,Hona,Västernorrlands,585720,7082036,587375.375,7084762.375
37,BI406692,Hane,Västernorrlands,610588,7050496,607638.25,7047338.916666667
40,BI080768,Hona,Västernorrlands,594726,7087315,595534.6666666666,7087565.666666667
37,NRM_714,Hane,Jämtlands,578538,7077346,572001.375,7083107.0625
39,BI406696,Hona,Västernorrlands,603912,7049262,605754.8181818182,7052912.363636363
39,NRM_769,Hane,Västernorrlands,604935,7062352,604935,7062352
39,BI406696,Hona,Västernorrlands,607767,7053858,605754.8181818182,7052912.363636363
34,BI080768,Hona,Västernorrlands,598989,7086009,595534.6666666666,7087565.666666667
37,BI406692,Hane,Västernorrlands,608823,7052536,607638.25,7047338.916666667
39,NRM_1310,Hane,Västernorrlands,593693,7059110,594637.5,7056683
42,BI406696,Hona,Västernorrlands,606493,7052306,605754.8181818182,7052912.363636363
38,BI406620,Hona,Västernorrlands,609375,7058291,615213.4444444445,7056338.777777778
38,NRM_956,Hane,Västernorrlands,598730,7058873,596144.5,7052846
37,BI080515,Hane,Västernorrlands,603971,7045689,609371.9,7043046.3
36,BI406696,Hona,Västernorrlands,608299,7053693,605754.8181818182,7052912.363636363
38,BI080515,Hane,Västernorrlands,604737,7042475,609371.9,7043046.3
34,NRM_750,Hane,Västernorrlands,596619,7009369,601903.5,7012703
38,NRM_1125,Hona,Västernorrlands,587435,7083482,589279,7085315.75
37,BI406692,Hane,Västernorrlands,607695,7052256,607638.25,7047338.916666667
35,NRM_737,Hona,Västernorrlands,619603,7027531,623417,7020904.5
35,NRM_657,Hane,Västernorrlands,627009,7023587,613331,7026549
38,BI406910,Hona,Västernorrlands,594069,7071697,590865.6666666666,7074895
37,BI406719,Hona,Västernorrlands,620173,7009670,617825.9,7014377.7
40,NRM_685,Hane,Västernorrlands,587237,7024533,587666,7025575.5
37,BI406717,Hona,Västernorrlands,585409,7012704,586028.4166666666,7009491.5
37,BI080716,Hane,Västernorrlands,588726,7020590,586851,7022175.75
38,NRM_1243,Hane,Jämtlands,550788,7038565,544462.1666666666,7042040.833333333
37,BI080716,Hane,Västernorrlands,588002,7021532,586851,7022175.75
38,NRM_1643,Hona,Västernorrlands,565597,7027590,565597,7027590
37,NRM_773,Hane,Västernorrlands,597251,7017891,598226.25,7017908.375
37,BI406629,Hona,Västernorrlands,651538,6990109,650790.7027027027,6993616.378378378
39,NRM_737,Hona,Västernorrlands,627834,7013364,623417,7020904.5
37,NRM_773,Hane,Västernorrlands,597213,7017853,598226.25,7017908.375
37,NRM_897,Hane,Västernorrlands,596680,7015189,595454,7013947.285714285
37,NRM_699,Hane,Västernorrlands,618225,6998593,622609.8,6995737.2
37,NRM_2020,Hane,Jämtlands,572943,7020430,574530.75,7011215.5
36,BI407124,Hona,Jämtlands,550413,7040486,552122.8333333334,7036155.833333333
38,BI406670,Hona,Västernorrlands,614917,7016038,616382,7014457.75
35,BI406692,Hane,Västernorrlands,608790,7052717,607638.25,7047338.916666667
40,BI406845,Hane,Västernorrlands,492312,6936869,495098.3333333333,6933910.916666667
38,BI406701,Hane,Västernorrlands,631713,7019339,632470,7015954
37,NRM_812,Hona,Västernorrlands,581793,6910748,574314.5,6917524.25
40,NRM_857,Hane,Västernorrlands,586745,6927230,525878,6909324.6
41,NRM_812,Hona,Västernorrlands,587367,6927524,574314.5,6917524.25
39,BI406962,Hane,Jämtlands,490847,7062919,494903.5,7061801.5
41,NRM_1117,Hona,Västernorrlands,586226,6926769,552619.5,6921594.5
41,NRM_839,Hane,Västernorrlands,587987,6927055,542455,6923471.25
39,NRM_815,Hona,Jämtlands,551051,6972800,546325.5,6971905.5
40,NRM_698,Hane,Jämtlands,493396,7073150,500260.5,7041748
39,BI406930,Hona,Jämtlands,463460,6922203,466169.25,6922355.25
40,NRM_732,Hona,Jämtlands,470934,6982503,471580,6982190
37,BI407162,Hona,Jämtlands,463552,6918928,450223.6666666667,6919630
37,BI407312,Hona,Jämtlands,460120,6983085,457013.5,6992222.25
39,BI407139,Hane,Jämtlands,478036,6909932,478036,6909932
37,NRM_1199,Hane,Jämtlands,457562,6995113,457662,6993245.4
40,NRM_1305,Hane,Jämtlands,458511,6847568,463104,6854826.5
40,NRM_732,Hona,Jämtlands,472226,6981877,471580,6982190
38,BI080293,Hane,Jämtlands,482320,6915594,484288,6914073.6
42,NRM_1015,Hane,Jämtlands,467387,6895305,468811,6894573.75
37,NRM_1199,Hane,Jämtlands,460859,6983394,457662,6993245.4
39,BI414857,Hane,Jämtlands,464854,6951195,462603.4,6954237.8
39,BI409256,Hane,Jämtlands,463610,6954664,465739,6943876.5
44,NRM_1160,Hane,Jämtlands,462789,6955791,461599,6965980.6
38,NRM_694,Hane,Jämtlands,481774,6915848,486987,6918125.6
37,NRM_829,Hane,Jämtlands,533206,7012953,531910.3333333334,7014995
40,BI407258,Hona,Jämtlands,478434,6911002,478059.4,6912263.6
35,BI409244,Hane,Jämtlands,480564,6929263,478000.3333333333,6929347
40,NRM_855,Hona,Jämtlands,511071,6898623,512682.5,6902659.5
40,BI406628,Hane,Jämtlands,511305,6898764,513996.5,6894397
40,NRM_856,Hona,Jämtlands,509554,6899835,509867.125,6904060.375
39,BI407258,Hona,Jämtlands,478037,6909932,478059.4,6912263.6
42,NRM_1559,Hona,Jämtlands,530076,7014526,530140,7015049.333333333
39,BI080293,Hane,Jämtlands,484562,6913560,484288,6914073.6
40,NRM_857,Hane,Västernorrlands,510583,6899921,525878,6909324.6
37,NRM_1199,Hane,Jämtlands,456771,6994980,457662,6993245.4
42,BI407184,Hona,Jämtlands,475085,6942197,474020.8333333333,6946054
39,BI407312,Hona,Jämtlands,456584,6993872,457013.5,6992222.25
38,BI407239,Hona,Jämtlands,480288,6912501,478965.64285714284,6899070
38,BI080293,Hane,Jämtlands,480161,6916141,484288,6914073.6
41,BI041088,Hona,Jämtlands,553125,7014391,552348,7015313.363636363
40,NRM_858,Hane,Jämtlands,506743,6899378,507128.25,6897901.75
40,NRM_856,Hona,Jämtlands,507073,6898506,509867.125,6904060.375
37,NRM_1254,Hona,Jämtlands,454694,6858514,455087.75,6861889.25
37,BI041150,Hona,Jämtlands,429229,6871844,426840,6871771
37,NRM_809,Hona,Jämtlands,456439,6861014,454775.5,6859272.75
41,NRM_1119,Hona,Jämtlands,434449,6869793,434449,6869793
41,NRM_1139,Hona,Jämtlands,430666,6866893,430666,6866893
38,NRM_1299,Hane,Jämtlands,443550,6839985,446961.5,6836425
37,NRM_1254,Hona,Jämtlands,456011,6860427,455087.75,6861889.25
42,NRM_1056,Hona,Jämtlands,446024,6855983,446024,6855983
44,NRM_1555,Hane,Jämtlands,469592,6832343,468634,6831640.25
41,NRM_1140,Hane,Jämtlands,430343,6870754,430343,6870754
44,NRM_1555,Hane,Jämtlands,466561,6831617,468634,6831640.25
44,BI409329,Hona,Jämtlands,465984,6829547,467466.75,6829432
37,NRM_1124,Hona,Jämtlands,437371,6860149,437177.25,6858587
44,NRM_1555,Hane,Jämtlands,467880,6831680,468634,6831640.25
37,NRM_809,Hona,Jämtlands,455888,6860159,454775.5,6859272.75
37,NRM_809,Hona,Jämtlands,453357,6857828,454775.5,6859272.75
37,NRM_809,Hona,Jämtlands,453418,6858090,454775.5,6859272.75
38,NRM_1017,Hona,Jämtlands,451070,6862347,450352,6860386
37,NRM_1584,Hona,Jämtlands,433018,6836781,433018,6836781
37,NRM_994,Hona,Jämtlands,444851,6876560,442508.3333333333,6864890.333333333
37,NRM_791,Hona,Jämtlands,433694,6838305,438161.5,6840035
34,NRM_864,Hona,Västernorrlands,642260,7002644,646483.7142857143,6994958.714285715
35,BI407775,Hane,Västernorrlands,647667,7001931,648791.5,7003009.5
38,NRM_1425,Hona,Västernorrlands,647437,7002067,647988.75,7001032.5
35,BI406515,Hona,Västernorrlands,641618,7001247,640474.8,7004604
36,BI406502,Hona,Västernorrlands,655274,7083372,653835,7083658
36,BI406502,Hona,Västernorrlands,653960,7085333,653835,7083658
36,NRM_876,Hona,Västernorrlands,651060,6998650,651060,6998650
38,NRM_1358,Hona,Västernorrlands,663271,6992960,663271,6992960
39,NRM_645,Hona,Västernorrlands,661852,6997861,661601.125,6998633.125
35,NRM_1496,Okänt,Västernorrlands,643351,7010025,643351,7010025
37,NRM_645,Hona,Västernorrlands,658881,6995736,661601.125,6998633.125
36,NRM_1096,Hona,Västernorrlands,635233,7014367,635566.5,7012003.5
37,NRM_901,Hona,Västernorrlands,647541,6987964,647366.3333333334,6987961
35,BI406629,Hona,Västernorrlands,647304,7001220,650790.7027027027,6993616.378378378
40,NRM_864,Hona,Västernorrlands,648395,7001716,646483.7142857143,6994958.714285715
35,BI407775,Hane,Västernorrlands,649916,7004088,648791.5,7003009.5
38,NRM_686,Hane,Västernorrlands,656575,6989908,656803,6988076
38,NRM_704,Hane,Västernorrlands,649190,7009667,649504,7006764
36,NRM_1277,Hane,Västernorrlands,660486,6997077,658038,7017283.2
37,NRM_864,Hona,Västernorrlands,646211,6993170,646483.7142857143,6994958.714285715
38,BI406629,Hona,Västernorrlands,649775,6990156,650790.7027027027,6993616.378378378
40,NRM_634,Hona,Västernorrlands,621611,7033966,621596.875,7037214.75
44,NRM_1561,Hane,Västernorrlands,664620,7041706,664620,7041706
37,BI406629,Hona,Västernorrlands,654433,6989855,650790.7027027027,6993616.378378378
36,NRM_648,Hona,Västernorrlands,689193,7042571,691141.3636363636,7040787.818181818
36,BI406629,Hona,Västernorrlands,654205,6994849,650790.7027027027,6993616.378378378
35,NRM_877,Hona,Västernorrlands,640721,7020423,647675.5,7014274
37,BI406629,Hona,Västernorrlands,656274,6997649,650790.7027027027,6993616.378378378
40,NRM_901,Hona,Västernorrlands,646979,6987941,647366.3333333334,6987961
37,BI406629,Hona,Västernorrlands,654024,6990225,650790.7027027027,6993616.378378378
37,NRM_645,Hona,Västernorrlands,659803,6995738,661601.125,6998633.125
37,BI406629,Hona,Västernorrlands,650947,6987116,650790.7027027027,6993616.378378378
37,BI406629,Hona,Västernorrlands,656190,6996543,650790.7027027027,6993616.378378378
37,NRM_882,Hona,Västernorrlands,649634,6986221,647535.8,6990021
40,NRM_686,Hane,Västernorrlands,657031,6986244,656803,6988076
41,BI406570,Hane,Västernorrlands,624104,7032761,634363.375,7036590.625
37,BI406629,Hona,Västernorrlands,657234,6995684,650790.7027027027,6993616.378378378
38,NRM_1237,Hona,Västernorrlands,639941,7074488,645945.8,7075313
37,BI406629,Hona,Västernorrlands,650866,6990387,650790.7027027027,6993616.378378378
37,BI406629,Hona,Västernorrlands,656356,6998342,650790.7027027027,6993616.378378378
37,BI406629,Hona,Västernorrlands,651258,6993659,650790.7027027027,6993616.378378378
38,BI406629,Hona,Västernorrlands,653701,6994561,650790.7027027027,6993616.378378378
38,NRM_648,Hona,Västernorrlands,688914,7042224,691141.3636363636,7040787.818181818
37,NRM_877,Hona,Västernorrlands,654630,7008125,647675.5,7014274
36,BI406629,Hona,Västernorrlands,654071,6995003,650790.7027027027,6993616.378378378
44,BI040887,Hona,Västernorrlands,664595,7028818,662407.3333333334,7031803
37,BI406629,Hona,Västernorrlands,647308,6987950,650790.7027027027,6993616.378378378
36,BI406629,Hona,Västernorrlands,651736,6997175,650790.7027027027,6993616.378378378
37,NRM_898,Hona,Jämtlands,385680,6931693,385136.6666666667,6932905
38,NRM_1259,Hane,Jämtlands,386551,6940025,391128,6931960.5
34,BI406813,Okänt,Jämtlands,389193,6924547,389193,6924547
36,BI407153,Hane,Jämtlands,385484,6927292,400958,6942974
44,NRM_1562,Hona,Jämtlands,400016,6926847,400016,6926847
42,BI041039,Hona,Jämtlands,388237,6929896,388036,6932592.25
35,NRM_898,Hona,Jämtlands,385414,6929191,385136.6666666667,6932905
37,BI041039,Hona,Jämtlands,387558,6931819,388036,6932592.25
37,BI041039,Hona,Jämtlands,388313,6930517,388036,6932592.25
37,NRM_1141,Hona,Jämtlands,412336,6951617,409942.6666666667,6949018.666666667
37,NRM_898,Hona,Jämtlands,384316,6937831,385136.6666666667,6932905
35,NRM_1516,Hane,Jämtlands,392416,6921591,392416,6921591
34,BI407232,Hona,Jämtlands,402667,6973253,402667,6973253
36,BI041039,Hona,Jämtlands,388036,6938137,388036,6932592.25
35,NRM_714,Hane,Jämtlands,569746,7082607,572001.375,7083107.0625
35,NRM_1659,Hane,Jämtlands,566396,7078762,566396,7078762
34,NRM_637,Hane,Jämtlands,466069,6839561,466069,6839561
35,NRM_1517,Hona,Jämtlands,402676,6973265,402676,6973265
34,NRM_638,Hona,Jämtlands,408136,6969522,404163,6970130.5
36,BI407130,Hona,Jämtlands,506022,7015678,504799.3125,7024118.875
34,BI041165,Hona,Jämtlands,401991,6929119,405227.5,6927649.25
41,NRM_1156,Hane,Jämtlands,542835,7126873,542835,7126873
39,NRM_1254,Hona,Jämtlands,459275,6858913,455087.75,6861889.25
38,NRM_1053,Hona,Jämtlands,398623,6951782,394833.5,6959457
42,BI407140,Hona,Jämtlands,402452,6914904,400744.25,6914700
37,NRM_1151,Hona,Jämtlands,403041,6944202,406184.375,6941295.375
38,NRM_1307,Hona,Jämtlands,438239,7066936,436820.5,7066259.5
37,NRM_1372,Hona,Jämtlands,539509,7065262,535271.3333333334,7064476.333333333
37,BI407021,Hona,Jämtlands,536893,7065186,534718.3333333334,7064829.333333333
38,NRM_1128,Hane,Jämtlands,542950,7073935,543377,7083862.666666667
38,NRM_1063,Hona,Jämtlands,546064,7074933,546811.3333333334,7076862.333333333
36,NRM_1424,Hane,Jämtlands,535980,7064177,535240,7059880
37,NRM_775,Hane,Jämtlands,537599,7064051,537599,7064051
37,BI407021,Hona,Jämtlands,536706,7063220,534718.3333333334,7064829.333333333
40,NRM_665,Hona,Jämtlands,560182,7078930,560209,7077195.5
34,NRM_1131,Hane,Jämtlands,564198,7079838,565333.5,7077081.5
37,NRM_1185,Hona,Jämtlands,506251,7065235,572909.4285714285,7011409.857142857
37,NRM_1356,Hane,Jämtlands,505006,7067053,521724.5,7049122.5
37,NRM_1201,Hane,Jämtlands,506835,7064956,507300.3333333333,7060219.666666667
38,NRM_1201,Hane,Jämtlands,507831,7058381,507300.3333333333,7060219.666666667
39,NRM_835,Hane,Jämtlands,507646,7058204,506969,7058038
38,NRM_1464,Hane,Jämtlands,565982,7085175,564978,7085160.666666667
36,BI407341,Hona,Jämtlands,443348,7055547,431431.25,7051488.5
39,NRM_687,Hona,Jämtlands,486506,6992141,481829,6989746
37,BI406928,Hona,Jämtlands,486315,7063603,494283.8333333333,7061431.25
38,NRM_922,Hona,Jämtlands,486219,7064347,490116.71428571426,7065024.571428572
42,NRM_1559,Hona,Jämtlands,529573,7014635,530140,7015049.333333333
42,NRM_1559,Hona,Jämtlands,530771,7015987,530140,7015049.333333333
38,NRM_1143,Hane,Jämtlands,506294,7005260,506702.5,6993304.833333333
39,NRM_741,Hane,Jämtlands,510012,7011494,518163.8333333333,7012335
37,NRM_1633,Hona,Jämtlands,486454,7069741,486454,7069741
36,BI406928,Hona,Jämtlands,488003,7064425,494283.8333333333,7061431.25
38,NRM_1072,Hane,Jämtlands,511621,7007342,516850,7004282.6
38,NRM_836,Hane,Jämtlands,509146,7012883,514075.0833333333,6998099.166666667
38,NRM_1197,Hona,Jämtlands,482394,6984249,490495.625,6975522
37,NRM_726,Hane,Jämtlands,538107,7030851,536584.1538461539,7040336.538461538
38,NRM_907,Hona,Jämtlands,486014,7064324,496703.625,7062173.125
37,BI041493,Hane,Jämtlands,538762,7036173,533595.375,7043428.125
38,NRM_942,Hane,Jämtlands,486315,7063612,487651.0833333333,7052142.25
38,NRM_1081,Hona,Jämtlands,486578,7069668,495211.5,7062087.833333333
36,NRM_861,Hona,Jämtlands,454330,6850179,455560,6847077
40,BI407167,Hona,Jämtlands,496189,7022906,497476.14285714284,7023254
36,BI407130,Hona,Jämtlands,505518,7016792,504799.3125,7024118.875
38,NRM_626,Hona,Jämtlands,512352,7030547,512051,7029624
37,BI406995,Hane,Jämtlands,543102,6974641,548591.1666666666,6974969.833333333
34,NRM_942,Hane,Jämtlands,483481,7031006,487651.0833333333,7052142.25
38,NRM_1368,Hona,Jämtlands,513591,7030441,511464.54545454547,7028480.363636363
37,NRM_899,Hona,Jämtlands,483133,7035537,483754.5,7037692.5
34,NRM_899,Hona,Jämtlands,481426,7034787,483754.5,7037692.5
39,BI406549,Hona,Västernorrlands,590291,6976329,590712.1428571428,6976954.571428572
38,BI041493,Hane,Jämtlands,538746,7040662,533595.375,7043428.125
42,BI407309,Hane,Jämtlands,432295,7004925,433278,7007559.4
42,BI406549,Hona,Västernorrlands,593415,6978007,590712.1428571428,6976954.571428572
44,NRM_1627,Hona,Jämtlands,427785,6961178,427785,6961178
42,NRM_1108,Hona,Västernorrlands,593630,6977055,593997,6972879.333333333
37,BI407130,Hona,Jämtlands,500548,7030272,504799.3125,7024118.875
38,NRM_1343,Hona,Jämtlands,521151,7133747,518545,7135506
37,BI406782,Hona,Jämtlands,527629,7139614,527769,7141414.4
39,NRM_1135,Hona,Jämtlands,529189,7125351,531538,7122347.666666667
37,NRM_1432,Hona,Jämtlands,508470,7148094,508903.5,7146134.5
35,NRM_1547,Hona,Jämtlands,525718,7133717,527396,7128328.5
42,NRM_1037,Hane,Jämtlands,531276,7139897,531276,7139897
39,BI407181,Hona,Jämtlands,529180,7123619,535217.6,7120248.4
39,NRM_706,Hona,Jämtlands,507518,7106894,507807,7104663.5
34,NRM_607,Hane,Jämtlands,519134,7134287,511018.6,7138434.8
42,BI406782,Hona,Jämtlands,526577,7141051,527769,7141414.4
35,NRM_607,Hane,Jämtlands,525876,7146804,511018.6,7138434.8
42,BI406782,Hona,Jämtlands,530211,7140654,527769,7141414.4
42,BI406782,Hona,Jämtlands,526318,7144128,527769,7141414.4
36,NRM_627,Hane,Jämtlands,543100,7106795,543941,7109860
36,BI406861,Hona,Jämtlands,518848,7156435,518188.3333333333,7156481.666666667
39,NRM_837,Hane,Jämtlands,535405,7059747,535237,7060871
37,BI406593,Hona,Västernorrlands,605755,6983659,607273.1428571428,6982348.714285715
44,NRM_733,Hane,Västernorrlands,590219,6998761,593020.3636363636,6998900.545454546
